run_index,status,error_message,Feed_Temp_K,Feed_Pressure_Pa,Feed_Benzene_Frac,Num_Stages,Feed_Stage,Reflux_Ratio,Bottoms_Rate_mols,Column_Pressure_Pa,feed_vapor_fraction,distillate_benzene_purity_mole_fraction,bottoms_toluene_purity_mole_fraction,condenser_duty_kW,reboiler_duty_kW,distillate_molar_flow_mol_s,distillate_volumetric_flow_m3_s,distillate_component_2_mole_fraction,distillate_mass_flow_kg_s,distillate_temperature_K,distillate_mass_enthalpy,distillate_pressure_Pa,distillate_component_1_mole_fraction,bottoms_mass_enthalpy,bottoms_pressure_Pa,bottoms_volumetric_flow_m3_s,bottoms_component_1_mole_fraction,bottoms_molar_flow_mol_s,bottoms_mass_flow_kg_s,bottoms_component_2_mole_fraction,bottoms_temperature_K
10,OK,,338.4505643395063,122930.28430467974,0.5907907808016941,22,10,3.0000835395603263,42.423673010472015,115539.20344439741,0.0,0.99953558307240375,0.96394723976023622,6.9352069812822412,-7.4285732034474092,57.576326989515003,0.0055465228972964671,0.00046441692759623782,4.4977679044862375,357.21388428329789,-319.34710414313315,115539.20344439741,0.99953558307240375,-247.52619928783193,115539.20344439741,0.0050070271351325031,0.036052760239763698,42.423673010485047,3.8873970897052441,0.96394723976023622,386.87277429809319
11,OK,,335.4901985251048,138966.7745342654,0.5047954985432556,16,13,1.5482917397541782,53.45560735145179,110901.68974893965,0.0,0.8937217806250819,0.83384694668318826,3.6560395791882678,-4.189340361112837,46.544392648549092,0.0045767786886791104,0.10627821937491806,3.7050528554377293,358.1190660731346,-315.61968276257068,110901.68974893965,0.8937217806250819,-263.00011689709231,110901.68974893965,0.006122898018146211,0.16615305331681168,53.455607351450936,4.800734195371132,0.83384694668318826,379.8476842611812
12,OK,,359.71939667707244,134893.79250288577,0.6356277329361828,22,9,3.1184780948537103,43.626400062001025,104579.4368508053,0.0,0.99942848623124081,0.83447197949148133,7.0270138511326037,-7.1115843394753329,56.373599938002037,0.0054060845856194022,0.00057151376875920511,4.4038975313053452,353.86737799028572,-325.31930631336246,104579.4368508053,0.99942848623124081,-266.97115928390093,104579.4368508053,0.0049833925104878054,0.16552802050851861,43.626400061997806,3.9183765084421087,0.83447197949148133,377.77499108972631
13,OK,,344.5966784840724,114520.15610327438,0.4586879680854162,19,10,1.2192104066219511,50.066302321718226,114520.15610327438,0.0,0.88592917006482585,0.96742165108033162,3.4150386957411638,-3.8777878853741248,49.933697678279287,0.0049254909790707535,0.11407082993517405,3.9803081564205818,359.38954634632029,-313.17605897998624,114520.15610327438,0.88592917006482585,-247.80077942130106,114520.15610327438,0.0059108511255872428,0.032578348919668411,50.06630232172072,4.5901520369527127,0.96742165108033162,386.70830924746866
14,OK,,359.53962507938087,126758.33937206677,0.3193449473792179,23,11,2.170214004814857,56.98409272270047,105959.68670959955,0.0,0.74065608679330497,0.99869259681966349,4.3222012936947705,-4.5816161904325501,43.015907277299739,0.004358870695823882,0.25934391320669509,3.5165310945732169,360.16973135676602,-309.05583844595787,105959.68670959955,0.74065608679330497,-250.02890866124204,105959.68670959955,0.0067472650424617951,0.0013074031803365224,56.984092722700424,5.249379840880799,0.99869259681966349,385.3517090829111
15,OK,,356.81355608886366,107919.32848423916,0.587199951257528,18,11,1.7161797418195142,43.9419188926533,107919.32848423916,0.0,0.99454008234106828,0.9324566018012711,4.6060603997061662,-4.7873997901198875,56.058081107332882,0.005389073478525395,0.0054599176589317094,4.3830930157284618,355.01813007777019,-323.17192192709274,107919.32848423916,0.99454008234106828,-255.51097454021851,107919.32848423916,0.0051335874583818518,0.06754339819872883,43.941918892667175,4.0071086878406099,0.9324566018012711,383.00240695020375
16,OK,,340.95819231701154,112826.16688623058,0.3509693319280641,15,9,1.433071161704499,50.23990703840573,112826.16688623058,0.0,0.68200831038865672,0.97690807297074955,3.8571366578875539,-4.4140645785408541,49.760092961594474,0.0051195220719088327,0.31799168961134328,4.1087993057478425,363.82089518661326,-301.34339138678132,112826.16688623058,0.68200831038865672,-247.88113419434916,112826.16688623058,0.0059391078106232845,0.023091927029250354,50.239907038405597,4.6127534020992726,0.97690807297074955,386.60097832356468
17,OK,,343.8654113203338,124084.84726325079,0.5797330926365557,16,10,2.9888637344659914,56.03482064465994,119086.40057113199,0.0,0.99930222746414954,0.74946279043116437,5.2727845661816204,-5.6806144660412548,43.965179355340204,0.0042415145672735476,0.00069777253585037648,3.4346313588211697,358.24893926233136,-317.48354834974953,119086.40057113199,0.99930222746414954,-265.53885216600361,119086.40057113199,0.0063269190577040849,0.25053720956883557,56.034820644659739,4.9660438011943269,0.74946279043116437,379.16808886006049
18,OK,,333.04445021616715,145515.19265134283,0.349379012464695,17,7,1.2968938871236866,55.90489717075344,119012.44509563142,0.0,0.77534287866044171,0.98660086464829977,3.1741157655946579,-3.8935328188417229,44.095102829246962,0.004460142269184641,0.22465712133955823,3.5833009290718199,363.3218691777717,-303.93758856858585,119012.44509563142,0.77534287866044171,-243.05026863385993,119012.44509563142,0.0066406199347757494,0.013399135351700172,55.904897170753017,5.1404824546834496,0.98660086464829977,388.99250952756347
19,OK,,359.99372779674724,124974.78271151727,0.3215978862187143,20,11,1.8942144039923938,55.62202501363958,105628.9583702353,0.0,0.71720022891668811,0.99403303272914478,4.0855044005278094,-4.331429969528835,44.377974986360513,0.0045183541237428758,0.28279977108331195,3.6424801246588046,360.64853160436337,-307.76562018690396,105628.9583702353,0.71720022891668811,-250.73573576820581,105628.9583702353,0.0065783099569196434,0.0059669672708551535,55.622025013639515,5.1202707058555355,0.99403303272914478,385.02206447038571
20,OK,,353.1655945703892,116893.36199661321,0.3959387394624936,20,11,3.2632324740803185,50.24772837380309,113011.97344176836,0.0,0.79422882190177158,0.99842409063653925,6.6452294453925385,-7.0021056520424452,49.752271626196915,0.0050001579233460436,0.20577117809822845,4.0298398678867091,361.07149105126621,-308.39307603082193,113011.97344176836,0.79422882190177158,-245.5139030836736,113011.97344176836,0.0059683561602560716,0.0015759093634607198,50.247728373803092,4.6286360957575861,0.99842409063653925,387.65835395760564
21,OK,,339.50762878260366,108406.33261265088,0.43761703830321375,18,9,1.2681830631853632,42.251422816799405,108406.33261265088,0.0,0.75397452616450011,0.99477537802924487,4.1384369673833126,-4.6476651145762844,57.748577183200631,0.0058416363790747576,0.24602547383549989,4.7101320967134521,360.62138779880451,-308.47514490292218,108406.33261265088,0.75397452616450011,-248.84090343636723,108406.33261265088,0.0050041966190532547,0.0052246219707551339,42.251422816799341,3.8898834259571879,0.99477537802924487,385.98649078060782
22,OK,,325.7243410930005,148666.54815689535,0.4741495558014186,21,14,2.7018629491410904,40.83700317303456,106320.35789316916,0.0,0.79829109937927745,0.99545358899636771,6.8784474536484819,-7.5592552546861862,59.162996826965262,0.0059240505082066843,0.20170890062072255,4.7887197018959711,358.88732671895576,-312.43049790640612,106320.35789316916,0.79829109937927745,-250.13148732027088,106320.35789316916,0.0048327536957176176,0.0045464110036322605,40.837003173034589,3.7600531563130106,0.99545358899636771,385.32164202119424
23,OK,,326.4695597792463,114568.44754962418,0.665356448090759,24,8,3.0870344897948874,54.27793484794796,114568.44754962418,0.0,0.99887773554701487,0.61559164025103053,5.6303131384485781,-6.2071573550204686,45.722065152051911,0.0044034530683282388,0.0011222644529851351,3.5721543734974617,356.94146672221734,-319.82206040820921,114568.44754962418,0.99887773554701487,-279.16350563894184,114568.44754962418,0.0059469868918544727,0.38440835974896953,54.277934847947996,4.7084204163799956,0.61559164025103053,373.0831608002768
24,OK,,336.62140524898723,128514.78386732958,0.39495266060458356,22,8,2.60204502554547,50.304257214685926,114404.87593893246,0.0,0.79459213725246491,0.9998525057571962,5.6043643355074781,-6.2210540022767233,49.695742785314074,0.0049969746627123003,0.20540786274753514,4.025007885475131,361.4849609802497,-307.64712082983965,114404.87593893246,0.79459213725246491,-244.48922857707788,114404.87593893246,0.0059806124765984185,0.0001474942428037332,50.304257214685926,4.6348512105538928,0.9998525057571962,388.16983146736789
25,OK,,341.6057708391505,138616.52751134086,0.5117471358179335,17,13,1.5984898879402634,50.55845882355314,108945.66296981741,0.0,0.9183565531897171,0.88587962574692702,3.9452722979010142,-4.3843791265113499,0.081643446810282891,0.0048324608072892765,0.9183565531897171,49.44154117644733,-318.16574947395952,3.9185891760543656,356.96956064951593,108945.66296981741,0.11412037425307303,108945.66296981741,4.5774470981664077,0.0058505557396894324,0.88587962574692702,50.558458823552691,381.3414481990298,-259.37903175550326
26,OK,,352.1976742462751,121302.61658553194,0.30323758478869745,21,10,3.167725768767477,43.50276516326841,119871.46830853313,0.0,0.53659114631829929,0.99981972470061253,7.6096515377925895,-8.0492781702293694,0.46340885368170071,0.0060095359614294828,0.53659114631829929,56.497234836731472,-287.46582731775561,4.7803375929231926,369.96835550050315,119871.46830853313,0.0001802752993875012,119871.46830853313,4.0081664796346645,0.0051842329058915306,0.99981972470061253,43.502765163268407,389.87256118180807,-241.13431133608464
27,OK,,346.8251735592496,108530.0269540523,0.30137656377461075,17,10,2.4439747068410744,47.07922385608012,102033.87051280428,0.0,0.56637978723854654,0.9965080468388372,5.9204495988715831,-6.3525465644842152,0.43362021276145346,0.005551447252146284,0.56637978723854654,52.920776143919795,-300.00156150765469,4.4556146282932998,363.4740284723066,102033.87051280428,0.0034919531611627606,102033.87051280428,4.3354998221391545,0.0055615615905555632,0.9965080468388372,47.079223856080098,383.90504415879684,-252.87992511435291
28,OK,,345.7713970232875,135099.40087531338,0.6996172884148075,19,8,3.0030244920707556,44.76060873036452,119476.0463619373,0.0,0.99898840349675644,0.66983877194525776,6.6477398455874681,-6.9626754973169982,0.0010115965032436293,0.0053303618608911019,0.99898840349675644,55.23939126963554,-317.26433058004079,4.3156342980504006,358.3672556008903,119476.0463619373,0.33016122805474218,119476.0463619373,3.9168842157989801,0.0049706555003139119,0.66983877194525776,44.760608730364538,376.42726960553318,-271.98197953193994
29,OK,,326.3980568455211,142611.83848648707,0.6817056719113035,25,13,1.7009591699967053,45.190717117552296,114084.87966545322,0.0,0.99948507313854573,0.70371111735477454,4.4607539073199689,-5.0354814132185002,0.00051492686145434739,0.0052769187171506395,0.99948507313854573,54.809282882447597,-320.11405697103845,4.2816498042801792,356.78539404310476,114084.87966545322,0.29628888264522552,114084.87966545322,3.9759925996623928,0.0050427398500287211,0.70371111735477454,45.190717117552509,375.95289386072415,-272.37089113168963
30,OK,,355.46196332835245,118229.90486843025,0.5760210693026455,20,11,3.1329543504622257,44.997640490909156,116472.8572623499,0.0,0.99970586327632593,0.94186527101263873,6.8421159546726447,-7.0935089697380951,0.00029413672367399672,0.0053003574462839442,0.99970586327632593,55.002359509074218,-318.866311340273,4.2965624307674739,357.48382269898002,116472.85726234991,0.058134728987361384,116472.85726234991,4.1093194321855515,0.0052876784670123919,0.94186527101263873,44.997640490925832,386.1756910559763,-249.19596678579626
31,OK,,355.5593069842832,142270.6841794387,0.384336836800795,19,11,1.9001417843537245,58.430084602174446,103872.19455912635,0.0,0.8907399282934666,0.97594218408160827,3.7304740017150264,-4.0138368979660379,0.10926007170653342,0.0040779608313918992,0.8907399282934666,41.569915397826165,-319.41347124644949,3.3108103974595582,355.97549178071574,103872.19455912635,0.024057815918391703,103872.19455912635,5.3639390793702519,0.0068776997805747838,0.97594218408160827,58.4300846021737,383.58740180049773,-253.77702233576903
32,OK,,329.77758310180275,121650.22841518855,0.30000032975648144,18,12,3.1309381478845566,55.068578839916896,115602.54670591987,0.0,0.65805358538133196,0.99214161334659856,5.9247059864840628,-6.699683533267577,0.34194641461866804,0.0046513247769915103,0.65805358538133196,44.931421160083168,-298.20390437800728,3.7251824502400384,365.29896628469987,115602.54670591987,0.0078583866534014148,115602.54670591987,5.0678623872240571,0.0065394981964001266,0.99214161334659856,55.068578839916846,388.18812567977938,-244.55806649302471
33,OK,,355.10780899880086,149896.77372874034,0.6810393365648796,24,9,1.815766930257802,56.47913631940376,105950.86763894818,0.0,0.99739536479790702,0.56273364716848417,3.7081837902900361,-3.8228015541416234,0.0026046352020929493,0.0041777974659875008,0.99739536479790702,43.520863680596243,-324.4315075272599,3.4010847382458333,354.34344653531974,105950.86763894818,0.43726635283151577,105950.86763894818,4.8574923069674067,0.006097112091490324,0.56273364716848417,56.479136319403729,368.61626390273995,-288.37990575865257
34,OK,,320.95305710421445,119334.02556862475,0.5406678017969433,18,10,1.9964239292710841,46.416585036864106,112970.84570618652,0.0,0.99029248465252429,0.97837998984900487,4.8500977212884475,-5.6108272633538183,0.0097075153474757165,0.0051666486389912976,0.99029248465252429,53.583414963148321,-320.17553078016471,4.1927952328816733,356.64681487936127,112970.84570618652,0.021620010150995145,112970.84570618652,4.2626752089176216,0.0054892386716897624,0.97837998984900487,46.416585036851664,386.71499575057379,-247.6376268078086
35,OK,,322.83627748150553,121845.41517685913,0.314150329010017,17,8,2.8526124897384824,58.98500405058067,112656.28902238925,0.0,0.76167080733683246,0.99703131624538022,4.9768166761011754,-5.8390871470738528,0.23832919266316754,0.0041496957062947355,0.76167080733683246,41.014995949419308,-306.55237626280189,3.3408677125400819,361.75391340042819,112656.28902238925,0.0029686837546197982,112656.28902238925,5.4323295011210435,0.0070029271830629727,0.99703131624538022,58.985004050580628,387.47893404271872,-245.88515981454441
36,OK,,344.13133349378535,124233.81472561491,0.5572257134862231,20,12,2.313169446028568,45.845390047095094,113890.49644012182,0.0,0.99906923049568541,0.96469946370741677,5.4074518865551129,-5.829408987222874,0.0009307695043146274,0.0052139381303177414,0.99906923049568541,54.154609952878388,-320.19336542522785,4.2308232446152827,356.73638871383042,113890.49644012182,0.035300536292583277,113890.49644012182,4.2014220933318436,0.0054078393037144097,0.96469946370741677,45.845390047121569,386.38448582796508,-248.47237424540609
37,OK,,350.52658514148186,120089.92497623274,0.6074204336777932,15,7,2.6067392636229485,43.08164446085231,106810.84354994498,0.0,0.99578680455398849,0.90567918110269019,6.2116791698241549,-6.4676386474528664,0.0042131954460113939,0.0054677617405404812,0.99578680455398849,56.918355539140322,-323.8589064605215,4.4493611716242469,354.64678173676208,106810.84354994498,0.094320818897309838,106810.84354994498,3.9124780902937002,0.0050016731769415724,0.90567918110269019,43.081644460859778,381.47175589583253,-258.84944414151465
38,OK,,341.1263087674339,117480.11807033468,0.5944940711433944,21,12,1.9441539998420105,43.198236403279736,117480.11807033468,0.0,0.99897380306944694,0.93736009757848515,5.0320465072380829,-5.4897394116760063,0.0010261969305529642,0.0054768133700162334,0.99897380306944694,56.801763596708724,-318.29732033125049,4.4377078768459377,357.79242310832728,117480.11807033468,0.06263990242151489,117480.11807033468,3.9422626638181426,0.0050735090376049672,0.93736009757848515,43.198236403291318,386.29035773845663,-249.03409011153795
39,OK,,329.6102504925924,113722.13851679757,0.5022258167644635,16,10,3.0383208966874715,41.518171822066655,108433.36918244426,0.0,0.85252236795421998,0.99119626371133018,7.3424464001341825,-7.9669587940296802,0.14747763204578002,0.0057947380205677669,0.85252236795421998,58.481828177933274,-314.525461734685,4.6890991994749518,358.28878054645099,108433.36918244426,0.0088037362886697942,108433.36918244426,3.8202922386079257,0.0049135884419704992,0.99119626371133018,41.518171822066627,385.82861836732809,-249.19828210807225
40,OK,,350.5046381569746,144561.41481720615,0.41230411575301096,24,14,2.6637743362988964,52.53951269589114,102304.71395622453,0.0,0.86672890861012208,0.99819116685263398,5.4081621418208199,-5.7473883264238852,0.13327109138987792,0.0046762084267104884,0.86672890861012208,47.460487304108661,-318.90384830763583,3.7959457284932823,356.0039131516711,102304.71395622453,0.0018088331473660078,102304.71395622453,4.8395751928086375,0.006209666189000468,0.99819116685263398,52.539512695891155,384.07789076861837,-252.52058605181816
41,OK,,337.791580561878,118484.94917598367,0.3846079100188029,19,13,1.642649322955762,46.77925475168913,109322.03553801091,0.0,0.70740307991707463,0.98263606587887586,4.4721990941213932,-5.0394917707976798,0.29259692008292526,0.0054384803759182521,0.70740307991707463,53.220745248310912,-304.98932817091196,4.3755955690284276,362.07547038884576,109322.03553801091,0.017363934121124188,109322.03553801091,4.2987736845124935,0.005528180904200315,0.98263606587887586,46.779254751689002,385.72545185483386,-249.51642154976048
42,OK,,349.5869251503716,111022.69895277485,0.6888371671493656,24,7,1.786782183338401,55.74400218277572,111022.69895277485,0.0,0.99342334661417242,0.55297836036430592,3.7263818904284456,-3.9426292040851867,0.0065766533858275739,0.0042610212419302712,0.99342334661417242,44.25599781722439,-321.4075646962508,3.4609999487383667,355.99372528705931,111022.69895277485,0.44702163963569413,111022.69895277485,4.7866393992250789,0.0060189480640765155,0.55297836036430592,55.744002182775702,369.95526220351144,-286.0322354625871
43,OK,,350.0839057195344,128367.16528402688,0.5968262728083651,16,13,3.0306693736343506,42.7148024246043,119232.53292028767,0.0,0.97741051313603833,0.91357860240403166,6.974351997429296,-7.3013236172314562,0.022589486863961689,0.0055526829493613766,0.97741051313603833,57.285197575395578,-316.12457361563906,4.4928032010406618,358.75687020472435,119232.53292028767,0.086421397595968355,119232.53292028767,3.8838960559682176,0.0049948554309631292,0.91357860240403166,42.714802424604308,385.79252211484942,-250.33922780197923
44,OK,,325.11588482657476,114191.78839887705,0.6219093642901158,21,10,3.185735698791974,46.94509343271967,103163.31416754157,0.0,0.9997182185059682,0.80507058174923041,6.7254679974017986,-7.3074635634452854,0.00028178149403189915,0.0050844040757442449,0.9997182185059682,53.054906567282067,-326.13978032610015,4.1444260689878201,353.40872540232533,103163.31416754157,0.19492941825076959,103163.31416754157,4.1970901640063705,0.0053256347629230304,0.80507058174923041,46.945093432717918,376.1337427548047,-270.53067956395762
45,OK,,346.89526422561937,124804.27554831223,0.4593486544648138,24,7,1.707619389295105,52.78096982427023,109362.74561613952,0.0,0.96545324761233875,0.99342377725573361,3.8887404984201686,-4.3037345532041948,0.034546752387661146,0.0045702341462648096,0.96545324761233875,47.219030175724718,-320.69308442850041,3.711246403363484,356.07850313823997,109362.74561613952,0.0065762227442664753,109362.74561613952,4.8582870723135612,0.0062521853533876416,0.99342377725573361,52.780969824275331,386.23924203812214,-248.36458432373831
46,OK,,354.1461944916455,143447.20700460998,0.6876834978796995,21,14,3.473438806861809,55.49603896885277,112725.35378910102,0.0,0.99998369227817274,0.56275952363630355,6.0020212583090595,-6.1607532586752285,1.6307721827376298e-05,0.0042819174819738893,0.99998369227817274,44.503961031147149,-320.86882300505965,3.4762964633441462,356.36946614228685,112725.35378910102,0.4372404763636964,112725.35378910102,4.7729610892034042,0.0060088517288043476,0.56275952363630355,55.496038968852758,370.80103725653737,-284.29128550397746
47,OK,,354.24285693740165,112922.46152647713,0.5162069970640725,21,13,2.629285866947244,45.799130934124335,101408.39611294853,0.0,0.9480890416956147,0.99490274837299841,6.0270588153309435,-6.2551708954854455,0.051910958304385232,0.0052473626199467036,0.9480890416956147,54.200869065875565,-324.19094505348494,4.273195093223233,353.92508979844359,101408.39611294853,0.0050972516270015884,101408.39611294853,4.2165855164818957,0.0054068435020234746,0.99490274837299841,45.799130934124292,383.61206310684344,-253.471849696829
48,OK,,338.91134189539764,132210.8037824276,0.6373340823857836,18,13,1.492000761582467,59.99550439916284,113566.76617538228,0.0,0.99807073200820762,0.60320206873760662,3.0055806497763498,-3.41532482612301,0.0019292679917924198,0.0038518941315205195,0.99807073200820762,40.004495600837224,-320.30801100538844,3.1259073233538253,356.66102495458699,113566.76617538228,0.39679793126239338,113566.76617538228,5.1939732899810132,0.0065535896625244644,0.60320206873760662,59.995504399162769,372.3630890725579,-280.71556701316706
49,OK,,338.80330556293234,138918.9050301629,0.4435096031288487,21,14,2.007507536475959,54.25642002683682,115780.26464706559,0.0,0.93672031209267126,0.97231627513489172,4.1965213980938598,-4.7674737503670919,0.063279687907328713,0.0044662485130231742,0.93672031209267126,45.743579973163165,-315.53344388928485,3.6137171208568057,358.63347125736715,115780.26464706559,0.027683724865108259,115780.26464706559,4.9780331427280604,0.0064158757614512039,0.97231627513489172,54.25642002683675,387.32949875440426,-246.51561768880777
50,OK,,328.0926468010158,118090.63572570602,0.4943910968997474,18,11,2.2351038107965135,58.692609038984415,117068.11374197976,0.0,0.99813293568928552,0.86013839870470088,4.0225109661655942,-4.7115909679925627,0.0018670643107144532,0.0039829086629712329,0.99813293568928552,41.307390961015479,-318.46324726433505,3.2276780940556753,357.69048410595406,117068.11374197976,0.13986160129529923,117068.11374197976,5.2927027843580214,0.006778789787199189,0.86013839870470088,58.692609038984514,382.87167841738648,-256.78086486487973
51,OK,,350.296027102628,136361.77401617702,0.5874113542780535,24,8,1.7858358040622475,47.64482050251546,117205.81777718902,0.0,0.99199161664308266,0.85716734354980784,4.3958730041130938,-4.709144320137022,0.0080083833569173472,0.0050550309102778837,0.99199161664308266,52.355179497472861,-318.03304055329346,4.0954404776162416,357.86038983921117,117205.81777718902,0.14283265645019219,117205.81777718902,4.2944646996034663,0.0054996449446297292,0.85716734354980784,47.644820502527224,382.79258358213173,-256.97664614491146
52,OK,,337.1384159376333,115615.1689036493,0.5853592115044417,19,10,3.235925916455277,55.176671039417755,115615.1689036493,0.0,0.99956912494155226,0.7511284173969599,5.7171670490248792,-6.203747034430207,0.00043087505844773455,0.0043180844701426035,0.99956912494155226,44.823328960582778,-319.30902555172355,3.501503599138645,357.23549833384504,115615.1689036493,0.2488715826030401,115615.1689036493,4.8912800346117447,0.0062230159469275495,0.7511284173969599,55.176671039417194,378.15809927955712,-267.45091909240364
53,OK,,351.2795002164618,132739.73583859878,0.30614713039369457,21,9,2.583251318732769,56.125656791233666,115438.19724073817,0.0,0.69697278374478167,0.99936767032741902,4.9923644051715597,-5.4378139860026637,0.30302721625521828,0.0045047619864745161,0.69697278374478167,43.874343208766355,-300.85674618344581,3.6135908752974717,364.22973120532748,115438.19724073817,0.00063232967258104289,115438.19724073817,5.1708320969316306,0.006675036292765185,0.99936767032741902,56.125656791233645,388.47408047509629,-243.89724698113241
